Player,Pos,Role,Guard,Wing,Big,Team_Signed_With,Age_At_Signing,Age_At_Start,Age_At_End,Median_Age,Peak_Age_Range,Far_From_Peak,Start,End,Yrs,C_Over,Value,AAV,Type,Max_Contract,Signed_Date,Contract Period,Avg_Salary_Cap,Avg_Luxury_Tax,Avg_1st_Apron,Avg_2nd_Apron,AAV / Salary Cap,AAV / Luxury Tax,AAV / 1st Apron,AAV / 2nd Apron,GP_2Y_Before,GP_1Y_Before,Avg_GP_Before,W_Avg_GP_Before,MPG_2Y_Before,MPG_1Y_Before,Avg_MPG_Before,W_Avg_MPG_Before,W_Avg_Min_Before,USG_2Y_Before,USG_1Y_Before,Avg_USG_Before,W_Avg_USG_Before,EPM_2Y_Before,EPM_1Y_Before,Avg_EPM_Before,W_Avg_EPM_Before,Z-Score_W_Avg_EPM,Age_Adj_EPM_Before,Change_EPM_Before,EPM_1Y_After,EPM_2Y_After,EPM_3Y_After,EPM_4Y_After,EPM_5Y_After,EW_2Y_Before,EW_1Y_Before,Avg_EW_Before,W_Avg_EW_Before,Z-Score_W_Avg_EW,Age_Adj_EW_Before,Change_EW_Before,EW_1Y_After,EW_2Y_After,EW_3Y_After,EW_4Y_After,EW_5Y_After
CJ Miles,SF,1.5,0.5,0.5,,IND,26,27,30,28.5,1,0.5,2014,2017,4,1,"$17,955,350.00","$4,488,838.00",Free Agent,0,,2014-2017.0,"$81,575,250.00","$98,530,500.00","$103,030,500.00",,5.50%,4.56%,4.36%,,65,51,58,54.5,21,19.2941,20.14705,19.720575,1074.771338,23.300%,21.511%,22.406%,21.958%,0.4,2.71359,1.556795,2.1351925,1.220708808,1.420708808,2.31359,1.16878,0.358964,0.557548,-0.306513,,2.1,3.82351,2.961755,3.3926325,0.2361283475,0.4361283475,1.72351,5.20191,3.32222,4.27394,2.42329,
Shaun Livingston,PG,1,1,,,GSW,28,29,31,30,1,1,2014,2016,3,1,"$16,631,175.00","$5,543,725.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,7.32%,6.05%,5.80%,,66,76,71,73.5,22,25.9737,23.98685,24.980275,1836.050213,14.200%,16.063%,15.131%,15.597%,-1.4,1.93668,0.26834,1.10251,0.7866579798,0.7866579798,3.33668,-1.86784,-0.500252,-3.33404,,,0.8,6.61786,3.70893,5.163395,0.7797890498,0.7797890498,5.81786,1.08993,2.55355,-0.354264,,
Devin Harris,PG,1,1,,,DAL,30,31,34,32.5,1,3.5,2014,2017,4,1,"$16,562,884.00","$4,140,721.00",Free Agent,0,,2014-2017.0,"$81,575,250.00","$98,530,500.00","$103,030,500.00",,5.08%,4.20%,4.02%,,58,40,49,44.5,24.5,20.425,22.4625,21.44375,954.246875,19.400%,19.360%,19.380%,19.370%,1.8,-0.718906,0.540547,-0.0891795,0.2857742965,0.08577429647,-2.518906,0.723594,-1.57347,-0.697407,0.231952,,2.7,1.25162,1.97581,1.613715,-0.3100361086,-0.5100361086,-1.44838,4.24657,1.20912,1.67986,2.92385,
P.J. Tucker,PF,2,,1,,PHX,28,29,31,30,1,1,2014,2016,3,1,"$16,500,000.00","$5,500,000.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,7.26%,6.00%,5.75%,,79,81,80,80.5,24.2,30.7,27.45,29.075,2340.5375,12.600%,13.800%,13.200%,13.500%,-0.3,1,0.35,0.675,0.6069695765,0.6069695765,1.3,0.1,0.6,-0.3,,,2.1,6.7,4.4,5.55,0.8984847789,0.8984847789,4.6,5,6.2,4.1,,
Darren Collison,PG,1,1,,,SAC,26,27,29,28,1,1,2014,2016,3,1,"$15,040,677.00","$5,013,559.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,6.62%,5.47%,5.24%,,81,80,80.5,80.25,29.3,25.8625,27.58125,26.721875,2144.430469,18.900%,19.134%,19.017%,19.075%,-0.6,1.13189,0.265945,0.6989175,0.6170224347,0.8170224347,1.73189,2.80659,-0.53856,1.42615,,,2.6,5.79495,4.197475,4.9962125,0.7284605654,0.9284605654,3.19495,6.17888,3.67042,6.19414,,
Quincy Pondexter,SG,1,1,,,MEM,25,26,29,27.5,1,1.5,2014,2017,4,1,"$14,000,000.00","$3,500,000.00",Rookie Extension,0,,2014-2017.0,"$81,575,250.00","$98,530,500.00","$103,030,500.00",,4.29%,3.55%,3.40%,,59,15,37,26,21.1,18,19.55,18.775,488.15,13.400%,17.737%,15.568%,16.652%,-1.8,-3.48632,-2.64316,-3.06474,-0.9648951969,-0.6648951969,-1.68632,-1.71155,,,-4.47834,,0.5,-0.0994624,0.2002688,0.0504032,-0.7900051565,-0.4900051565,-0.5994624,1.52366,,,-0.205173,
Marvin Williams,PF,2,,1,,CHA,27,28,29,28.5,1,0.5,2014,2015,2,1,"$14,000,000.00","$7,000,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,10.52%,8.67%,8.26%,,73,66,69.5,67.75,23.7,25.3485,24.52425,24.936375,1689.439406,15.000%,16.658%,15.829%,16.243%,-2,0.914281,-0.5428595,0.18571075,0.4013144946,0.5013144946,2.914281,-0.740749,2.98233,,,,0.8,4.43629,2.618145,3.5272175,0.2774487253,0.3774487253,3.63629,3.08357,9.51461,,,
Kris Humphries,PF,2,,1,,BOS,28,29,31,30,1,1,2014,2016,3,1,"$13,320,000.00","$4,440,000.00",sign-and-trade,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,5.86%,4.85%,4.64%,,65,69,67,68,18.3,19.9275,19.11375,19.520625,1327.4025,16.200%,19.051%,17.625%,18.338%,-2.9,0.0407662,-1.4296169,-0.69442535,0.03138104163,0.03138104163,2.9407662,-1.30834,-1.59804,-2.10891,,,0,2.82262,1.41131,2.116965,-0.1555279526,-0.1555279526,2.82262,1.51501,0.774172,0.397319,,
Patty Mills,PG,1,1,,,SAS,25,26,28,27,1,2,2014,2016,3,1,"$13,000,000.00","$4,333,333.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,5.72%,4.73%,4.53%,,58,81,69.5,75.25,11.3,18.8519,15.07595,16.963925,1276.535356,19.300%,21.685%,20.492%,21.089%,-0.3,3.95693,1.828465,2.8926975,1.539098703,1.839098703,4.25693,0.544629,0.782874,1.50172,,,0.8,7.23648,4.01824,5.62736,0.9222358985,1.222235898,6.43648,1.9207,4.25599,5.35713,,
Greivis Vasquez,PG,1,1,,,TOR,26,27,28,27.5,1,1.5,2014,2015,2,1,"$13,000,000.00","$6,500,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,9.77%,8.05%,7.67%,,78,79,78.5,78.75,34.4,22.5063,28.45315,25.479725,2006.528344,22.800%,21.065%,21.932%,21.499%,0.4,0.909419,0.6547095,0.78206425,0.651970171,0.851970171,0.509419,-1.32922,-5.20322,,,,4.5,4.70962,4.60481,4.657215,0.6243813233,0.8243813233,0.20962,2.21325,-0.710872,,,
Vince Carter,SG,1.5,0.5,0.5,,MEM,36,37,39,38,0,9,2014,2016,3,1,"$12,264,057.00","$4,088,019.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,5.40%,4.46%,4.28%,,81,81,81,81,25.8,24.3457,25.07285,24.709275,2001.451275,22.200%,22.304%,22.252%,22.278%,3.1,-0.401649,1.3491755,0.47376325,0.5223869696,-0.2776130304,-3.501649,-1.23152,-2.12029,1.10331,,,5.6,3.44887,4.524435,3.9866525,0.4185047703,-0.3814952297,-2.15113,1.2864,0.572234,5.00341,,
Thabo Sefolosha,SF,1.5,0.5,0.5,,OKC,29,30,32,31,1,2,2014,2016,3,1,"$12,000,000.00","$4,000,000.00",sign-and-trade,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,5.28%,4.37%,4.18%,,81,61,71,66,27.5,25.9672,26.7336,26.3504,1739.1264,11.200%,11.681%,11.440%,11.561%,2.6,-0.200005,1.1999975,0.49999625,0.5334130646,0.4334130646,-2.800005,1.51447,-1.05688,-0.259448,,,5.9,2.98829,4.444145,3.7162175,0.3354756334,0.2354756334,-2.91171,2.9883,2.28241,2.9448,,
Furkan Aldemir,PF,2,,1,,PHI,22,23,26,24.5,0,4.5,2014,2017,4,1,"$11,420,610.00","$2,855,153.00",Free Agent,0,,2014-2017.0,"$81,575,250.00","$98,530,500.00","$103,030,500.00",,3.50%,2.90%,2.77%,,,,,,,,,,,,,,,,,,,,,,-1.38857,,,,,,,,,,,,0.578949,,,,
Paul Pierce,SF,2,,1,,WAS,36,37,38,37.5,0,8.5,2014,2015,2,1,"$10,848,725.00","$5,424,363.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,8.15%,6.71%,6.40%,,77,75,76,75.5,33.4,27.9733,30.68665,29.329975,2214.413113,26.900%,22.001%,24.450%,23.226%,3.4,1.61369,2.506845,2.0602675,1.189216788,0.3892167876,-1.78631,1.01449,-2.18898,,,,8,6.56806,7.28403,6.926045,1.320959047,0.520959047,-1.43194,5.20353,0.642372,,,
Chris Andersen,PF,2,,1,,MIA,35,36,37,36.5,0,7.5,2014,2015,2,1,"$10,375,000.00","$5,187,500.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,7.80%,6.42%,6.12%,,42,72,57,64.5,14.9,19.3889,17.14445,18.266675,1178.200538,14.300%,13.535%,13.918%,13.727%,-1.2,0.98318,-0.10841,0.437385,0.5070966848,-0.1929033152,2.18318,-1.19196,-0.48165,,,,1.4,3.76659,2.583295,3.1749425,0.1692930162,-0.5307069838,2.36659,1.36478,0.681581,,,
Bojan Bogdanovic,SF,2,,1,,BKN,24,25,27,26,1,3,2014,2016,3,1,"$10,276,530.00","$3,425,510.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,4.52%,3.74%,3.58%,,,,,,,,,,,,,,,,,,,,,,-2.30049,-4.53887,-1.84913,,,,,,,,,,0.825957,-2.30483,1.57292,,
Anthony Morrow,SG,1,1,,,OKC,28,29,31,30,1,1,2014,2016,3,1,"$10,032,000.00","$3,344,000.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,4.42%,3.65%,3.50%,,41,76,58.5,67.25,9.3,18.75,14.025,16.3875,1102.059375,18.800%,18.813%,18.806%,18.810%,-2.3,-0.95896,-1.62948,-1.29422,-0.220720998,-0.220720998,1.34104,0.865444,-2.1144,-1.47759,,,0.1,1.94743,1.023715,1.4855725,-0.3493785057,-0.3493785057,1.84743,4.7258,0.530995,0.721251,,
Mike Scott,PF,2,,1,,ATL,25,26,28,27,1,2,2014,2016,3,1,"$10,000,000.00","$3,333,333.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,4.40%,3.64%,3.49%,,40,80,60,70,9.4,18.5125,13.95625,16.234375,1136.40625,22.700%,23.096%,22.898%,22.997%,-3.9,-2.94921,-3.424605,-3.1869075,-1.016243898,-0.7162438975,0.95079,-1.77328,-0.783093,-4.17272,,,-0.1,0.000803127,-0.0495984365,-0.02439765475,-0.8129705656,-0.5129705656,0.100803127,0.906568,1.70337,-0.163529,,
Chris Kaman,C,3,,,1,POR,31,32,33,32.5,1,3.5,2014,2015,2,1,"$9,816,000.00","$4,908,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,7.38%,6.08%,5.79%,,,39,39,39,,18.8462,18.8462,18.8462,735.0018,,25.920%,25.920%,25.920%,-2.1,2.10415,0.002075,1.0531125,0.765895523,0.465895523,4.20415,-2.46905,-3.57021,,,,0.6,2.55127,1.575635,2.0634525,-0.1719573966,-0.4719573966,1.95127,0.461278,-0.047551,,,
Trevor Booker,PF,2,,1,,UTA,26,27,28,27.5,1,1.5,2014,2015,2,1,"$9,775,000.00","$4,887,500.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,7.35%,6.05%,5.76%,,,72,72,72,,21.5694,21.5694,21.5694,1552.9968,,14.171%,14.171%,14.171%,-0.7,-2.28923,-1.494615,-1.8919225,-0.4719436778,-0.2719436778,-1.58923,-0.717548,-1.1927,,,,0.6,0.70415,0.652075,0.6781125,-0.597285422,-0.397285422,0.10415,2.39471,1.96746,,,
Ben Gordon,SG,1,1,,,ORL,30,31,32,31.5,1,2.5,2014,2014,2,1,"$9,000,000.00","$4,500,000.00",Free Agent,0,,2014-2014.0,"$63,065,000.00","$76,829,000.00","$80,829,000.00",,7.14%,5.86%,5.57%,,,19,19,19,,14.6316,14.6316,14.6316,278.0004,,21.575%,21.575%,21.575%,-5.2,-4.76987,-4.984935,-4.8774025,-1.726782475,-1.926782475,0.43013,-4.97199,,,,,-1.6,-0.348008,-0.974004,-0.661006,-1.008422491,-1.208422491,1.251992,-1.09634,,,,
Jordan Hill,C,3,,,1,LAL,26,27,27,27,1,2,2014,2014,1,1,"$9,000,000.00","$9,000,000.00",Free Agent,0,,2014-2014.0,"$63,065,000.00","$76,829,000.00","$80,829,000.00",,14.27%,11.71%,11.13%,,,72,72,72,,20.8194,20.8194,20.8194,1498.9968,,19.425%,19.425%,19.425%,-0.8,-0.555059,-0.6775295,-0.61629425,0.06422063043,0.2642206304,0.244941,-3.38034,,,,,0.7,2.46401,1.582005,2.0230075,-0.1843748479,0.01562515206,1.76401,-0.553299,,,,
Caron Butler,SF,2,,1,,DET,33,34,35,34.5,0,5.5,2014,2015,2,1,"$9,000,000.00","$4,500,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,6.76%,5.57%,5.31%,,,56,56,56,,25.3214,25.3214,25.3214,1417.9984,,19.905%,19.905%,19.905%,-0.2,-2.61422,-1.40711,-2.010665,-0.5218528033,-1.021852803,-2.41422,-2.18751,-2.08333,,,,2.5,0.326844,1.413422,0.870133,-0.538331158,-1.038331158,-2.173156,0.849145,0.104436,,,
Mario Chalmers,PG,1,1,,,MIA,27,28,29,28.5,1,0.5,2014,2015,2,1,"$8,300,000.00","$4,150,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,6.24%,5.14%,4.89%,,,73,73,73,,29.8356,29.8356,29.8356,2177.9988,,16.993%,16.993%,16.993%,-0.7,2.37661,0.838305,1.6074575,0.9988944421,1.098894442,3.07661,-0.661354,2.00234,,,,3.7,7.95886,5.82943,6.894145,1.311165087,1.411165087,4.25886,3.71828,4.66349,,,
Shelvin Mack,PG,1,1,,,ATL,23,24,26,25,0,4,2014,2016,3,1,"$7,300,000.00","$2,433,333.00",Free Agent,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,3.21%,2.66%,2.54%,,,73,73,73,,20.411,20.411,20.411,1490.003,,18.481%,18.481%,18.481%,,-0.564677,-0.564677,-0.564677,0.08591607903,0.585916079,,-1.3443,-0.244015,-2.341,,,,2.43873,2.43873,2.43873,-0.05673944434,0.4432605557,,0.917213,1.96369,0.503455,,
Evan Turner,SF,2,,1,,BOS,25,26,27,26.5,1,2.5,2014,2015,2,1,"$6,703,510.00","$3,351,755.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,5.04%,4.15%,3.95%,,,81,81,81,,30.3333,30.3333,30.3333,2456.9973,,22.851%,22.851%,22.851%,-2.3,-2.33719,-2.318595,-2.3278925,-0.6551879369,-0.3551879369,-0.03719,-1.11527,-1.64945,,,,0.8,1.03286,0.91643,0.974645,-0.5062438129,-0.2062438129,0.23286,2.84424,2.02578,,,
D.J. Augustin,PG,1,1,,,CHI,26,27,28,27.5,1,1.5,2014,2015,2,1,"$6,000,000.00","$3,000,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,4.51%,3.71%,3.54%,,,71,71,71,,27.2958,27.2958,27.2958,1938.0018,,21.758%,21.758%,21.758%,-0.4,-0.724783,-0.5623915,-0.64358725,0.05274900265,0.2527490026,-0.324783,-2.1362,-1.96999,,,,1.4,2.95917,2.179585,2.5693775,-0.01662796038,0.1833720396,1.55917,1.09629,0.791746,,,
DeJaun Blair,C,3,,,1,DAL,24,25,27,26,1,3,2014,2016,3,1,"$6,000,000.00","$2,000,000.00",sign-and-trade,0,,2014-2016.0,"$75,736,000.00","$91,618,666.67","$95,618,666.67",,2.64%,2.18%,2.09%,,61,78,69.5,73.75,14,15.6,14.8,15.2,1121,18.200%,18.600%,18.400%,18.500%,-1,0.1,-0.45,-0.175,0.2497027458,0.6497027458,1.1,-4.7,-3.4,,,,0.8,2.6,1.7,2.15,-0.1453855246,0.2546144754,1.8,-0.2,-0.1,,,
Anthony Tolliver,PF,2,,1,,PHX,28,29,30,29.5,1,0.5,2014,2015,2,1,"$6,000,000.00","$3,000,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,4.51%,3.71%,3.54%,,,64,64,64,,20.2812,20.2812,20.2812,1297.9968,,11.729%,11.729%,11.729%,-3.3,-0.571117,-1.9355585,-1.25333775,-0.2035376193,-0.2035376193,2.728883,-0.475541,-0.669866,,,,-0.1,2.11834,1.00917,1.563755,-0.3253748616,-0.3253748616,2.21834,2.43203,2.09683,,,
Jerryd Bayless,PG,1,1,,,MIL,25,26,27,26.5,1,2.5,2014,2015,2,1,"$6,000,000.00","$3,000,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,4.51%,3.71%,3.54%,,,72,72,72,,23.4028,23.4028,23.4028,1685.0016,,19.325%,19.325%,19.325%,-1.2,-1.6969,-1.44845,-1.572675,-0.3377595101,-0.03775951014,-0.4969,-2.61302,-1.37905,,,,1.3,1.44906,1.37453,1.411795,-0.3720297238,-0.07202972377,0.14906,0.396994,1.62166,,,
Brian Roberts,PG,1,1,,,CHA,28,29,30,29.5,1,0.5,2014,2015,2,1,"$5,586,940.00","$2,793,470.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,4.20%,3.46%,3.29%,,,72,72,72,,23.1389,23.1389,23.1389,1666.0008,,19.723%,19.723%,19.723%,-1.6,-0.80087,-1.200435,-1.0006525,-0.09733049172,-0.09733049172,0.79913,-0.839764,-2.11549,,,,0.7,2.45733,1.578665,2.0179975,-0.1859130215,-0.1859130215,1.75733,1.92512,0.269139,,,
Udonis Haslem,PF,2,,1,,MIA,33,34,35,34.5,0,5.5,2014,2015,2,1,"$5,586,940.00","$2,793,470.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,4.20%,3.46%,3.29%,,,46,46,46,,14.1739,14.1739,14.1739,651.9994,,13.786%,13.786%,13.786%,-1.9,-4.57816,-3.23908,-3.90862,-1.319589706,-1.819589706,-2.67816,-4.53696,-4.60882,,,,0.6,-0.729265,-0.0646325,-0.39694875,-0.9273514553,-1.427351455,-1.329265,-1.08296,-0.295364,,,
Kirk Hinrich,SG,1,1,,,CHI,32,33,34,33.5,0,4.5,2014,2015,2,1,"$5,586,940.00","$2,793,470.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,4.20%,3.46%,3.29%,,,73,73,73,,28.9863,28.9863,28.9863,2115.9999,,17.218%,17.218%,17.218%,1.9,1.21129,1.555645,1.3834675,0.9047483275,0.5047483275,-0.68871,-2.00648,-3.13795,,,,3.9,6.0414,4.9707,5.50605,0.8849912201,0.4849912201,2.1414,1.04203,-0.0813564,,,
Jameer Nelson,PG,1,1,,,DAL,31,32,33,32.5,1,3.5,2014,2014,2,1,"$5,586,940.00","$2,793,470.00",Free Agent,0,,2014-2014.0,"$63,065,000.00","$76,829,000.00","$80,829,000.00",,4.43%,3.64%,3.46%,,,68,68,68,,32.0441,32.0441,32.0441,2178.9988,,19.757%,19.757%,19.757%,1.4,1.02948,1.21474,1.12211,0.7948961326,0.4948961326,-0.37052,0.121085,,,,,4.5,5.94838,5.22419,5.586285,0.9096250241,0.6096250241,1.44838,2.96204,,,,
Mike Miller,SG,1,1,,,CLE,33,34,35,34.5,0,5.5,2014,2015,2,1,"$5,586,940.00","$2,793,470.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,4.20%,3.46%,3.29%,,,82,82,82,,20.8049,20.8049,20.8049,1706.0018,,14.004%,14.004%,14.004%,0.2,-2.6895,-1.24475,-1.967125,-0.5035523353,-1.003552335,-2.8895,-3.48716,-2.38689,,,,1.2,0.304946,0.752473,0.5287095,-0.6431552322,-1.143155232,-0.895054,-0.258371,0.143999,,,
Luke Ridnour,PG,1,1,,,ORL,32,33,34,33.5,0,4.5,2014,2014,2,1,"$5,500,000.00","$2,750,000.00",Free Agent,0,,2014-2014.0,"$63,065,000.00","$76,829,000.00","$80,829,000.00",,4.36%,3.58%,3.40%,,,61,61,61,,18.6885,18.6885,18.6885,1139.9985,,16.141%,16.141%,16.141%,-0.1,-3.36645,-1.733225,-2.5498375,-0.7484745095,-1.148474509,-3.26645,-2.60489,,,,,3.2,-0.325821,1.4370895,0.55563425,-0.6348887773,-1.034888777,-3.525821,0.161676,,,,
Greg Monroe,C,3,,,1,DET,23,24,24,24,0,5,2014,2014,1,1,"$5,479,933.00","$5,479,933.00",Free Agent,0,,2014-2014.0,"$63,065,000.00","$76,829,000.00","$80,829,000.00",,8.69%,7.13%,6.78%,,,82,82,82,,32.7927,32.7927,32.7927,2689.0014,,21.122%,21.122%,21.122%,0.8,0.569604,0.684802,0.627203,0.5868798322,1.086879832,-0.230396,1.10811,,,,,4.8,6.49343,5.646715,6.0700725,1.05815779,1.55815779,1.69343,5.94937,,,,
James Johnson,PF,2,,1,,TOR,26,27,28,27.5,1,1.5,2014,2015,2,1,"$5,000,000.00","$2,500,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,3.76%,3.09%,2.95%,,,52,52,52,,18.3846,18.3846,18.3846,955.9992,,19.310%,19.310%,19.310%,-4.6,0.6726,-1.9637,-0.64555,0.05192403151,0.2519240315,5.2726,0.853127,-0.867672,,,,-0.9,2.3765,0.73825,1.557375,-0.3273336535,-0.1273336535,3.2765,3.57395,1.32232,,,
Robert Covington,PF,2,,1,,PHI,23,24,27,25.5,0,3.5,2014,2017,4,1,"$4,592,926.00","$1,148,232.00",Free Agent,0,,2014-2017.0,"$81,575,250.00","$98,530,500.00","$103,030,500.00",,1.41%,1.17%,1.11%,,,7,7,7,,4.9,4.9,4.9,34.3,,19.500%,19.500%,19.500%,,,,,,,,2.17924,0.533041,2.25112,3.45652,,,,,,,,,6.88225,4.5468,7.55883,11.1259,
Malcolm Thomas,PF,2,,1,,PHI,25,26,29,27.5,1,1.5,2014,2014,4,1,"$4,372,948.00","$1,093,237.00",Free Agent,0,,2014-2014.0,"$63,065,000.00","$76,829,000.00","$80,829,000.00",,1.73%,1.42%,1.35%,,,8,8,8,,7.75,7.75,7.75,62,,18.056%,18.056%,18.056%,,-5.30375,-5.30375,-5.30375,-1.905982263,-1.605982263,,-6.50713,,,,,,-0.10164,-0.10164,-0.10164,-0.8366855628,-0.5366855628,,-0.474112,,,,
Jordan Farmar,PG,1,1,,,LAC,27,28,29,28.5,1,0.5,2014,2015,2,1,"$4,247,465.00","$2,123,733.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,3.19%,2.63%,2.50%,,,41,41,41,,22.2439,22.2439,22.2439,911.9999,,22.393%,22.393%,22.393%,,-0.297685,-0.297685,-0.297685,0.1981365327,0.2981365327,,-1.64444,1.53158,,,,,1.65989,1.65989,1.65989,-0.2958594288,-0.1958594288,,0.474181,0.89553,,,
Steve Blake,PG,1,1,,,POR,33,34,35,34.5,0,5.5,2014,2015,2,1,"$4,247,465.00","$2,123,733.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,3.19%,2.63%,2.50%,,,55,55,55,,27.2182,27.2182,27.2182,1497.001,,13.715%,13.715%,13.715%,-0.4,-1.20096,-0.80048,-1.00072,-0.09735886291,-0.5973588629,-0.80096,-0.989096,-1.69437,,,,0.6,1.79726,1.19863,1.497945,-0.3455798924,-0.8455798924,1.19726,2.05693,0.849617,,,
Beno Udrih,PG,1,1,,,MEM,31,32,33,32.5,1,3.5,2014,2015,2,1,"$4,247,465.00","$2,123,733.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,3.19%,2.63%,2.50%,,,41,41,41,,15.6585,15.6585,15.6585,641.9985,,16.644%,16.644%,16.644%,-2.4,-1.00101,-1.700505,-1.3507575,-0.2444844961,-0.5444844961,1.39899,-1.27366,-2.82311,,,,0.3,0.859554,0.579777,0.7196655,-0.5845277918,-0.8845277918,0.559554,1.71876,0.0615948,,,
Danny Granger,SF,2,,1,,MIA,30,31,32,31.5,1,2.5,2014,2015,2,1,"$4,247,465.00","$2,123,733.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,3.19%,2.63%,2.50%,,,41,41,41,,20.6585,20.6585,20.6585,846.9985,,19.211%,19.211%,19.211%,,-2.3081,-2.3081,-2.3081,-0.6468688736,-0.8468688736,,-2.70906,,,,,,0.373222,0.373222,0.373222,-0.6908931098,-0.8908931098,,0.101275,,,,
Ramon Sessions,PG,1,1,,,SAC,27,28,29,28.5,1,0.5,2014,2015,2,1,"$4,247,465.00","$2,123,733.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,3.19%,2.63%,2.50%,,,83,83,83,,26.6747,26.6747,26.6747,2214.0001,,21.710%,21.710%,21.710%,-2.1,-1.92055,-2.010275,-1.9654125,-0.5028325477,-0.4028325477,0.17945,-3.57287,-2.26683,,,,0.9,1.56352,1.23176,1.39764,-0.3763756015,-0.2763756015,0.66352,-0.507637,0.781266,,,
Malcolm Thomas,PF,2,,1,,PHI,25,26,29,27.5,1,1.5,2014,2014,4,1,"$4,060,612.00","$1,015,153.00",Free Agent,0,,2014-2014.0,"$63,065,000.00","$76,829,000.00","$80,829,000.00",,1.61%,1.32%,1.26%,,,8,8,8,,7.75,7.75,7.75,62,,18.056%,18.056%,18.056%,,-5.30375,-5.30375,-5.30375,-1.905982263,-1.605982263,,-6.50713,,,,,,-0.10164,-0.10164,-0.10164,-0.8366855628,-0.5366855628,,-0.474112,,,,
Kent Bazemore,SG,1,1,,,ATL,24,25,26,25.5,0,3.5,2014,2015,2,1,"$4,000,000.00","$2,000,000.00",Free Agent,0,,2014-2015.0,"$66,532,500.00","$80,784,500.00","$84,784,500.00",,3.01%,2.48%,2.36%,,,67,67,67,,13.597,13.597,13.597,910.999,,21.729%,21.729%,21.729%,-2.9,-3.54883,-3.224415,-3.3866225,-1.100186892,-0.7001868917,-0.64883,-2.72938,0.343519,,,,0,-0.374305,-0.1871525,-0.28072875,-0.8916695121,-0.4916695121,-0.374305,0.200268,4.70531,,,
